,tiempo,nom_ent,mun,loc,ageb,mza,pobtot,p_0a2,p_60ymas,prom_hnv,graproes,graproes_f,pocupada,pocupada_f,pder_ss,vivtot,tvivhab,tvivpar,vivpar_hab,vivpar_ut,prom_ocup,vph_2ymasd,vph_autom,vph_pc,vph_inter,pct_0a2,pct_60,pct_wf,pct_t_inhab_hh,pct_privhh,pct_privhh_inhab,pct_hhtemp,pct_hh_car,pct_hh_pc,pct_hh_int
14556,2020,Ciudad de M̩xico,5,1,2733,5,53,3.0,8.0,2.17,8.71,8.45,23.0,9.0,40.0,22,17.0,22.0,17.0,0.0,3.12,7.0,4.0,4.0,10.0,5.660377358490567,15.09433962264151,39.130434782608695,77.27272727272727,100.0,100.0,0.0,23.52941176470588,23.52941176470588,58.82352941176471
14557,2020,Ciudad de M̩xico,5,1,2733,6,82,,9.0,1.81,9.63,9.6,36.0,14.0,54.0,23,20.0,23.0,20.0,0.0,4.1,16.0,4.0,7.0,9.0,,10.975609756097562,38.88888888888889,86.95652173913044,100.0,100.0,0.0,20.0,35.0,45.0
14558,2020,Ciudad de M̩xico,5,1,2733,7,164,6.0,17.0,1.88,8.47,8.14,74.0,26.0,82.0,45,43.0,45.0,43.0,0.0,3.81,24.0,7.0,12.0,19.0,3.6585365853658534,10.365853658536585,35.13513513513514,95.55555555555556,100.0,100.0,0.0,16.27906976744186,27.906976744186046,44.18604651162791
14559,2020,Ciudad de M̩xico,5,1,2733,8,228,12.0,25.0,1.99,10.02,9.69,115.0,52.0,163.0,70,65.0,70.0,65.0,,3.51,34.0,18.0,23.0,40.0,5.263157894736842,10.964912280701753,45.21739130434783,92.85714285714286,100.0,100.0,,27.692307692307693,35.38461538461539,61.53846153846154
14560,2020,Ciudad de M̩xico,5,1,2733,9,57,4.0,9.0,3.41,10.46,10.06,25.0,8.0,51.0,16,15.0,16.0,15.0,0.0,3.8,9.0,5.0,5.0,8.0,7.017543859649122,15.789473684210526,32.0,93.75,100.0,100.0,0.0,33.33333333333333,33.33333333333333,53.333333333333336
14561,2020,Ciudad de M̩xico,5,1,2733,10,104,4.0,17.0,2.12,10.62,10.37,49.0,24.0,74.0,28,26.0,28.0,26.0,,4.0,17.0,12.0,10.0,19.0,3.8461538461538463,16.346153846153847,48.97959183673469,92.85714285714286,100.0,100.0,,46.15384615384615,38.46153846153847,73.07692307692307
14562,2020,Ciudad de M̩xico,5,1,2733,11,134,5.0,20.0,1.65,11.24,10.9,54.0,25.0,103.0,48,43.0,47.0,42.0,4.0,3.12,26.0,23.0,25.0,30.0,3.731343283582089,14.925373134328357,46.2962962962963,89.58333333333334,97.91666666666666,97.67441860465115,8.333333333333332,53.48837209302325,58.139534883720934,69.76744186046511
14563,2020,Ciudad de M̩xico,5,1,2733,12,197,6.0,27.0,2.06,10.47,10.19,80.0,36.0,158.0,56,48.0,55.0,47.0,4.0,4.1,31.0,12.0,25.0,36.0,3.0456852791878175,13.705583756345177,45.0,85.71428571428571,98.21428571428571,97.91666666666666,7.142857142857142,25.0,52.083333333333336,75.0
14564,2020,Ciudad de M̩xico,5,1,2733,13,210,7.0,28.0,1.73,10.29,9.93,96.0,44.0,170.0,57,56.0,57.0,56.0,0.0,3.75,39.0,23.0,26.0,33.0,3.3333333333333335,13.333333333333334,45.83333333333333,98.24561403508771,100.0,100.0,0.0,41.07142857142857,46.42857142857143,58.92857142857143
14565,2020,Ciudad de M̩xico,5,1,2733,14,139,5.0,20.0,1.69,10.71,11.3,70.0,27.0,97.0,41,40.0,41.0,40.0,0.0,3.48,22.0,21.0,20.0,28.0,3.597122302158273,14.388489208633093,38.57142857142858,97.5609756097561,100.0,100.0,0.0,52.5,50.0,70.0
14566,2020,Ciudad de M̩xico,5,1,2733,15,247,12.0,33.0,1.89,9.35,9.2,140.0,62.0,177.0,73,68.0,73.0,68.0,,3.63,39.0,29.0,25.0,40.0,4.8582995951417,13.360323886639677,44.285714285714285,93.15068493150685,100.0,100.0,,42.64705882352941,36.76470588235294,58.82352941176471
14567,2020,Ciudad de M̩xico,5,1,2733,16,157,6.0,21.0,2.08,9.86,10.19,78.0,25.0,113.0,45,43.0,44.0,42.0,0.0,3.65,30.0,11.0,11.0,23.0,3.821656050955414,13.375796178343949,32.05128205128205,95.55555555555556,97.77777777777777,97.67441860465115,0.0,25.581395348837212,25.581395348837212,53.48837209302325
14568,2020,Ciudad de M̩xico,5,1,2733,17,124,7.0,5.0,1.74,10.15,9.87,53.0,19.0,96.0,30,28.0,30.0,28.0,0.0,4.43,15.0,13.0,8.0,12.0,5.64516129032258,4.032258064516129,35.84905660377358,93.33333333333333,100.0,100.0,0.0,46.42857142857143,28.57142857142857,42.857142857142854
14569,2020,Ciudad de M̩xico,5,1,2733,18,478,14.0,77.0,1.69,10.93,10.89,229.0,106.0,301.0,135,126.0,131.0,122.0,4.0,3.81,79.0,53.0,72.0,81.0,2.928870292887029,16.10878661087866,46.288209606986904,93.33333333333333,97.03703703703704,96.82539682539682,2.9629629629629632,42.06349206349206,57.14285714285714,64.28571428571429
14570,2020,Ciudad de M̩xico,5,1,2733,19,111,,16.0,1.82,11.35,10.61,53.0,23.0,96.0,36,31.0,36.0,31.0,,3.58,18.0,15.0,17.0,21.0,,14.414414414414415,43.39622641509434,86.11111111111111,100.0,100.0,,48.38709677419355,54.83870967741935,67.74193548387096
14571,2020,Ciudad de M̩xico,5,1,2733,20,64,,13.0,2.17,10.57,10.69,25.0,10.0,43.0,18,15.0,18.0,15.0,,4.27,12.0,5.0,5.0,9.0,,20.3125,40.0,83.33333333333334,100.0,100.0,,33.33333333333333,33.33333333333333,60.0
14572,2020,Ciudad de M̩xico,5,1,2733,21,16,0.0,,1.56,10.5,9.86,8.0,5.0,12.0,4,3.0,4.0,3.0,,5.33,3.0,,,,0.0,,62.5,75.0,100.0,100.0,,,,
14573,2020,Ciudad de M̩xico,5,1,2733,22,47,,4.0,1.41,10.75,9.81,25.0,10.0,37.0,15,12.0,15.0,12.0,0.0,3.92,9.0,7.0,8.0,11.0,,8.51063829787234,40.0,80.0,100.0,100.0,0.0,58.333333333333336,66.66666666666666,91.66666666666666
14574,2020,Ciudad de M̩xico,5,1,2733,23,88,,10.0,1.85,9.71,9.33,46.0,21.0,70.0,27,26.0,26.0,25.0,0.0,3.38,11.0,3.0,8.0,14.0,,11.363636363636363,45.65217391304348,96.29629629629629,96.29629629629629,96.15384615384616,0.0,11.538461538461538,30.76923076923077,53.84615384615385
14575,2020,Ciudad de M̩xico,5,1,2733,24,177,7.0,26.0,1.96,8.97,8.79,87.0,36.0,109.0,53,46.0,51.0,44.0,5.0,3.85,27.0,18.0,11.0,23.0,3.954802259887006,14.689265536723164,41.37931034482759,86.79245283018868,96.22641509433963,95.65217391304348,9.433962264150944,39.130434782608695,23.91304347826087,50.0
14576,2020,Ciudad de M̩xico,5,1,2733,25,103,4.0,14.0,1.63,9.44,9.53,50.0,22.0,75.0,33,31.0,33.0,31.0,0.0,3.32,18.0,7.0,10.0,15.0,3.8834951456310676,13.592233009708737,44.0,93.93939393939394,100.0,100.0,0.0,22.58064516129032,32.25806451612903,48.38709677419355
14577,2020,Ciudad de M̩xico,5,1,2748,0,3855,153.0,462.0,1.96,9.71,9.67,1967.0,842.0,2749.0,1074,1032.0,1074.0,1032.0,8.0,3.74,684.0,351.0,396.0,635.0,3.968871595330739,11.98443579766537,42.806304016268435,96.08938547486034,100.0,100.0,0.74487895716946,34.01162790697674,38.372093023255815,61.531007751937985
14578,2020,Ciudad de M̩xico,5,1,2748,1,427,21.0,45.0,1.91,9.43,9.52,210.0,91.0,334.0,107,103.0,107.0,103.0,,4.15,70.0,36.0,37.0,56.0,4.918032786885246,10.53864168618267,43.333333333333336,96.26168224299066,100.0,100.0,,34.95145631067961,35.92233009708738,54.36893203883495
14579,2020,Ciudad de M̩xico,5,1,2748,2,46,,4.0,2.61,8.87,8.5,15.0,4.0,46.0,12,11.0,12.0,11.0,0.0,4.18,10.0,3.0,4.0,5.0,,8.695652173913043,26.666666666666668,91.66666666666666,100.0,100.0,0.0,27.27272727272727,36.36363636363637,45.45454545454545
14580,2020,Ciudad de M̩xico,5,1,2748,3,129,7.0,13.0,1.85,8.88,8.89,67.0,26.0,93.0,42,37.0,42.0,37.0,0.0,3.49,18.0,10.0,10.0,25.0,5.426356589147287,10.077519379844961,38.80597014925373,88.09523809523809,100.0,100.0,0.0,27.027027027027028,27.027027027027028,67.56756756756756
14581,2020,Ciudad de M̩xico,5,1,2748,4,183,5.0,19.0,1.8,9.9,9.77,93.0,37.0,126.0,55,52.0,55.0,52.0,0.0,3.52,36.0,19.0,22.0,36.0,2.73224043715847,10.382513661202186,39.784946236559136,94.54545454545455,100.0,100.0,0.0,36.53846153846153,42.30769230769231,69.23076923076923
14582,2020,Ciudad de M̩xico,5,1,2748,5,33,0.0,6.0,1.54,11.27,12.17,15.0,7.0,31.0,8,8.0,8.0,8.0,0.0,4.13,7.0,3.0,4.0,7.0,0.0,18.181818181818183,46.666666666666664,100.0,100.0,100.0,0.0,37.5,50.0,87.5
14583,2020,Ciudad de M̩xico,5,1,2748,6,48,3.0,4.0,2.16,8.16,8.0,28.0,10.0,22.0,14,14.0,14.0,14.0,0.0,3.43,6.0,5.0,3.0,8.0,6.25,8.333333333333332,35.714285714285715,100.0,100.0,100.0,0.0,35.714285714285715,21.428571428571427,57.14285714285714
14584,2020,Ciudad de M̩xico,5,1,2748,7,45,4.0,8.0,1.95,9.68,10.89,21.0,11.0,31.0,10,10.0,10.0,10.0,0.0,4.5,7.0,3.0,,3.0,8.88888888888889,17.77777777777778,52.38095238095239,100.0,100.0,100.0,0.0,30.0,,30.0
14585,2020,Ciudad de M̩xico,5,1,2748,8,59,,5.0,2.17,8.55,9.05,24.0,9.0,30.0,16,16.0,16.0,16.0,0.0,3.69,11.0,,,7.0,,8.47457627118644,37.5,100.0,100.0,100.0,0.0,,,43.75
14586,2020,Ciudad de M̩xico,5,1,2748,9,467,22.0,68.0,2.17,9.65,9.56,234.0,103.0,314.0,142,137.0,142.0,137.0,3.0,3.41,94.0,38.0,74.0,104.0,4.710920770877944,14.5610278372591,44.01709401709402,96.47887323943662,100.0,100.0,2.112676056338028,27.73722627737226,54.01459854014598,75.91240875912408
14587,2020,Ciudad de M̩xico,5,1,2748,10,369,17.0,39.0,2.08,9.12,8.93,199.0,90.0,283.0,95,91.0,95.0,91.0,,4.05,65.0,30.0,28.0,56.0,4.607046070460704,10.569105691056912,45.22613065326633,95.78947368421052,100.0,100.0,,32.967032967032964,30.76923076923077,61.53846153846154
14588,2020,Ciudad de M̩xico,5,1,2748,11,85,,9.0,2.58,9.38,9.52,39.0,15.0,63.0,22,22.0,22.0,22.0,0.0,3.86,11.0,5.0,7.0,13.0,,10.588235294117647,38.46153846153847,100.0,100.0,100.0,0.0,22.727272727272727,31.818181818181817,59.09090909090909
14589,2020,Ciudad de M̩xico,5,1,2748,12,116,7.0,6.0,1.8,8.92,9.15,63.0,31.0,87.0,31,30.0,31.0,30.0,0.0,3.87,19.0,4.0,6.0,16.0,6.0344827586206895,5.172413793103448,49.2063492063492,96.7741935483871,100.0,100.0,0.0,13.333333333333334,20.0,53.333333333333336
14590,2020,Ciudad de M̩xico,5,1,2748,13,154,6.0,19.0,2.04,9.31,9.42,76.0,39.0,124.0,47,46.0,47.0,46.0,0.0,3.35,25.0,12.0,16.0,24.0,3.896103896103896,12.337662337662337,51.31578947368421,97.87234042553192,100.0,100.0,0.0,26.08695652173913,34.78260869565217,52.17391304347826
14591,2020,Ciudad de M̩xico,5,1,2748,14,53,3.0,9.0,2.11,9.84,10.5,28.0,12.0,26.0,16,15.0,16.0,15.0,0.0,3.53,8.0,9.0,6.0,6.0,5.660377358490567,16.9811320754717,42.857142857142854,93.75,100.0,100.0,0.0,60.0,40.0,40.0
14592,2020,Ciudad de M̩xico,5,1,2748,15,33,0.0,4.0,1.56,9.29,8.93,16.0,6.0,25.0,8,8.0,8.0,8.0,0.0,4.13,7.0,,3.0,7.0,0.0,12.121212121212121,37.5,100.0,100.0,100.0,0.0,,37.5,87.5
14593,2020,Ciudad de M̩xico,5,1,2748,16,492,17.0,60.0,1.94,10.02,9.67,266.0,105.0,308.0,129,128.0,129.0,128.0,0.0,3.84,81.0,50.0,47.0,78.0,3.4552845528455287,12.195121951219512,39.473684210526315,99.2248062015504,100.0,100.0,0.0,39.0625,36.71875,60.9375
14594,2020,Ciudad de M̩xico,5,1,2748,17,256,6.0,41.0,1.6,10.41,10.57,125.0,55.0,200.0,68,64.0,68.0,64.0,0.0,4.0,48.0,20.0,26.0,40.0,2.34375,16.015625,44.0,94.11764705882352,100.0,100.0,0.0,31.25,40.625,62.5
14595,2020,Ciudad de M̩xico,5,1,2748,19,775,28.0,96.0,1.93,10.08,9.97,400.0,171.0,539.0,225,216.0,225.0,216.0,,3.59,145.0,90.0,86.0,129.0,3.612903225806452,12.387096774193548,42.75,96.0,100.0,100.0,,41.66666666666667,39.81481481481482,59.72222222222222
14596,2020,Ciudad de M̩xico,5,1,2748,20,36,,3.0,1.47,10.36,10.18,18.0,8.0,22.0,11,8.0,11.0,8.0,,4.5,8.0,3.0,3.0,5.0,,8.333333333333332,44.44444444444444,72.72727272727273,100.0,100.0,,37.5,37.5,62.5
14597,2020,Ciudad de M̩xico,5,1,2748,21,49,,4.0,1.95,11.65,11.47,30.0,12.0,45.0,16,16.0,16.0,16.0,0.0,3.06,8.0,8.0,10.0,10.0,,8.16326530612245,40.0,100.0,100.0,100.0,0.0,50.0,62.5,62.5
14598,2020,Ciudad de M̩xico,5,1,2752,0,4278,177.0,550.0,1.89,9.55,9.51,2020.0,876.0,3313.0,1203,1144.0,1201.0,1142.0,16.0,3.74,754.0,369.0,505.0,802.0,4.137447405329593,12.856474988312295,43.366336633663366,95.09559434746467,99.833748960931,99.82517482517483,1.3300083125519535,32.25524475524475,44.14335664335665,70.1048951048951
14599,2020,Ciudad de M̩xico,5,1,2752,1,141,6.0,12.0,1.91,9.93,9.86,77.0,37.0,141.0,50,49.0,50.0,49.0,0.0,2.88,37.0,10.0,37.0,46.0,4.25531914893617,8.51063829787234,48.05194805194805,98.0,100.0,100.0,0.0,20.408163265306122,75.51020408163265,93.87755102040816
14600,2020,Ciudad de M̩xico,5,1,2752,2,133,8.0,22.0,1.98,8.88,9.47,55.0,32.0,106.0,38,37.0,38.0,37.0,,3.59,17.0,7.0,10.0,22.0,6.015037593984962,16.541353383458645,58.18181818181818,97.36842105263158,100.0,100.0,,18.91891891891892,27.027027027027028,59.45945945945946
14601,2020,Ciudad de M̩xico,5,1,2752,3,47,,6.0,1.9,9.44,10.18,22.0,11.0,43.0,12,11.0,12.0,11.0,0.0,4.27,8.0,3.0,,6.0,,12.76595744680851,50.0,91.66666666666666,100.0,100.0,0.0,27.27272727272727,,54.54545454545454
14602,2020,Ciudad de M̩xico,5,1,2752,4,113,4.0,18.0,1.84,9.23,9.08,51.0,24.0,80.0,33,31.0,32.0,30.0,0.0,3.65,17.0,8.0,11.0,18.0,3.5398230088495577,15.929203539823009,47.05882352941176,93.93939393939394,96.96969696969697,96.7741935483871,0.0,25.806451612903224,35.483870967741936,58.06451612903226
14603,2020,Ciudad de M̩xico,5,1,2752,5,156,7.0,12.0,1.87,9.31,8.98,63.0,29.0,106.0,42,38.0,42.0,38.0,0.0,4.11,24.0,13.0,17.0,21.0,4.487179487179487,7.6923076923076925,46.03174603174603,90.47619047619048,100.0,100.0,0.0,34.21052631578947,44.73684210526316,55.26315789473685
14604,2020,Ciudad de M̩xico,5,1,2752,7,127,,17.0,1.77,9.21,9.04,62.0,25.0,85.0,40,37.0,40.0,37.0,0.0,3.43,24.0,9.0,15.0,18.0,,13.385826771653544,40.32258064516129,92.5,100.0,100.0,0.0,24.324324324324326,40.54054054054054,48.64864864864865
14605,2020,Ciudad de M̩xico,5,1,2752,8,71,4.0,8.0,1.5,11.0,10.96,34.0,15.0,59.0,20,20.0,20.0,20.0,0.0,3.55,13.0,10.0,11.0,14.0,5.633802816901409,11.267605633802818,44.11764705882353,100.0,100.0,100.0,0.0,50.0,55.00000000000001,70.0
14606,2020,Ciudad de M̩xico,5,1,2752,9,142,10.0,18.0,1.88,9.51,9.44,60.0,19.0,96.0,41,40.0,41.0,40.0,0.0,3.55,20.0,10.0,22.0,27.0,7.042253521126761,12.676056338028168,31.666666666666664,97.5609756097561,100.0,100.0,0.0,25.0,55.00000000000001,67.5
14607,2020,Ciudad de M̩xico,5,1,2752,10,150,5.0,24.0,1.91,8.92,9.14,85.0,45.0,92.0,44,43.0,44.0,43.0,0.0,3.49,34.0,15.0,22.0,42.0,3.3333333333333335,16.0,52.94117647058824,97.72727272727273,100.0,100.0,0.0,34.883720930232556,51.162790697674424,97.67441860465115
14608,2020,Ciudad de M̩xico,5,1,2752,11,46,,5.0,1.88,9.03,9.0,26.0,11.0,31.0,14,14.0,14.0,14.0,0.0,3.29,12.0,4.0,11.0,14.0,,10.869565217391305,42.30769230769231,100.0,100.0,100.0,0.0,28.57142857142857,78.57142857142857,100.0
14609,2020,Ciudad de M̩xico,5,1,2752,12,207,7.0,23.0,1.75,10.04,9.8,103.0,43.0,183.0,61,61.0,61.0,61.0,0.0,3.39,50.0,27.0,36.0,53.0,3.3816425120772946,11.11111111111111,41.74757281553398,100.0,100.0,100.0,0.0,44.26229508196721,59.01639344262295,86.88524590163934
14610,2020,Ciudad de M̩xico,5,1,2752,13,70,4.0,8.0,1.57,8.04,7.94,34.0,19.0,70.0,22,21.0,22.0,21.0,,3.33,16.0,,15.0,18.0,5.714285714285714,11.428571428571429,55.88235294117647,95.45454545454545,100.0,100.0,,,71.42857142857143,85.71428571428571
14611,2020,Ciudad de M̩xico,5,1,2752,14,68,,17.0,1.93,8.42,8.52,30.0,13.0,68.0,24,24.0,24.0,24.0,0.0,2.83,16.0,10.0,12.0,22.0,,25.0,43.333333333333336,100.0,100.0,100.0,0.0,41.66666666666667,50.0,91.66666666666666
14612,2020,Ciudad de M̩xico,5,1,2752,15,56,3.0,6.0,1.54,10.27,10.33,26.0,13.0,35.0,16,16.0,16.0,16.0,0.0,3.5,9.0,,7.0,10.0,5.357142857142857,10.714285714285714,50.0,100.0,100.0,100.0,0.0,,43.75,62.5
14613,2020,Ciudad de M̩xico,5,1,2752,16,135,7.0,21.0,2.02,9.43,9.3,65.0,25.0,87.0,37,34.0,37.0,34.0,,3.97,22.0,11.0,12.0,20.0,5.185185185185185,15.555555555555555,38.46153846153847,91.8918918918919,100.0,100.0,,32.35294117647059,35.294117647058826,58.82352941176471
14614,2020,Ciudad de M̩xico,5,1,2752,17,57,,7.0,1.96,10.14,9.75,27.0,12.0,42.0,16,15.0,16.0,15.0,0.0,3.8,7.0,4.0,7.0,7.0,,12.280701754385964,44.44444444444444,93.75,100.0,100.0,0.0,26.666666666666668,46.666666666666664,46.666666666666664
14615,2020,Ciudad de M̩xico,5,1,2752,18,197,6.0,18.0,1.69,8.99,9.1,93.0,41.0,151.0,61,56.0,61.0,56.0,,3.52,38.0,14.0,16.0,29.0,3.0456852791878175,9.137055837563452,44.086021505376344,91.80327868852459,100.0,100.0,,25.0,28.57142857142857,51.78571428571429
14616,2020,Ciudad de M̩xico,5,1,2752,19,158,6.0,16.0,1.85,9.4,9.35,72.0,32.0,104.0,41,39.0,41.0,39.0,,4.05,24.0,12.0,15.0,28.0,3.79746835443038,10.126582278481013,44.44444444444444,95.1219512195122,100.0,100.0,,30.76923076923077,38.46153846153847,71.7948717948718
14617,2020,Ciudad de M̩xico,5,1,2752,20,201,8.0,33.0,1.84,9.86,9.83,101.0,40.0,201.0,60,58.0,60.0,58.0,0.0,3.47,48.0,27.0,33.0,56.0,3.9800995024875623,16.417910447761194,39.603960396039604,96.66666666666667,100.0,100.0,0.0,46.55172413793103,56.896551724137936,96.55172413793103
14618,2020,Ciudad de M̩xico,5,1,2752,21,53,,5.0,1.63,10.89,11.35,20.0,5.0,53.0,12,12.0,12.0,12.0,0.0,4.42,7.0,3.0,,12.0,,9.433962264150944,25.0,100.0,100.0,100.0,0.0,25.0,,100.0
14619,2020,Ciudad de M̩xico,5,1,2752,23,85,,11.0,2.32,8.24,7.57,36.0,12.0,66.0,29,25.0,28.0,24.0,,3.4,11.0,,3.0,9.0,,12.941176470588237,33.33333333333333,86.20689655172413,96.55172413793103,96.0,,,12.0,36.0
14620,2020,Ciudad de M̩xico,5,1,2752,24,206,11.0,16.0,2.1,9.23,8.92,79.0,26.0,130.0,46,45.0,46.0,45.0,,4.58,21.0,11.0,9.0,26.0,5.339805825242718,7.766990291262135,32.91139240506329,97.82608695652173,100.0,100.0,,24.444444444444443,20.0,57.77777777777777
14621,2020,Ciudad de M̩xico,5,1,2752,26,472,14.0,74.0,1.99,10.57,10.29,238.0,99.0,352.0,136,122.0,136.0,122.0,5.0,3.87,85.0,57.0,66.0,85.0,2.9661016949152543,15.677966101694915,41.596638655462186,89.70588235294117,100.0,100.0,3.6764705882352944,46.72131147540984,54.09836065573771,69.67213114754098
14622,2020,Ciudad de M̩xico,5,1,2752,27,109,4.0,19.0,1.65,10.62,10.73,48.0,21.0,82.0,26,25.0,26.0,25.0,0.0,4.36,19.0,17.0,13.0,18.0,3.669724770642202,17.431192660550458,43.75,96.15384615384616,100.0,100.0,0.0,68.0,52.0,72.0
14623,2020,Ciudad de M̩xico,5,1,2752,28,196,10.0,30.0,2.09,9.3,9.38,90.0,35.0,137.0,48,47.0,48.0,47.0,0.0,4.17,34.0,11.0,15.0,25.0,5.1020408163265305,15.306122448979592,38.88888888888889,97.91666666666666,100.0,100.0,0.0,23.404255319148938,31.914893617021278,53.191489361702125
14624,2020,Ciudad de M̩xico,5,1,2752,29,167,6.0,24.0,1.85,9.77,10.0,91.0,46.0,126.0,41,41.0,41.0,41.0,0.0,4.07,26.0,11.0,16.0,20.0,3.592814371257485,14.37125748502994,50.54945054945055,100.0,100.0,100.0,0.0,26.82926829268293,39.02439024390244,48.78048780487805
14625,2020,Ciudad de M̩xico,5,1,2752,30,84,0.0,13.0,1.64,9.89,9.55,49.0,21.0,84.0,27,26.0,27.0,26.0,0.0,3.23,21.0,12.0,16.0,23.0,0.0,15.476190476190476,42.857142857142854,96.29629629629629,100.0,100.0,0.0,46.15384615384615,61.53846153846154,88.46153846153845
14626,2020,Ciudad de M̩xico,5,1,2752,31,54,,6.0,1.68,10.35,10.69,29.0,18.0,45.0,13,12.0,13.0,12.0,0.0,4.5,10.0,4.0,7.0,9.0,,11.11111111111111,62.06896551724138,92.3076923076923,100.0,100.0,0.0,33.33333333333333,58.333333333333336,75.0
14627,2020,Ciudad de M̩xico,5,1,2752,32,212,12.0,19.0,1.95,9.21,9.33,103.0,48.0,165.0,58,55.0,58.0,55.0,,3.85,32.0,18.0,18.0,37.0,5.660377358490567,8.962264150943396,46.601941747572816,94.82758620689656,100.0,100.0,,32.72727272727273,32.72727272727273,67.27272727272727
14628,2020,Ciudad de M̩xico,5,1,2752,33,140,5.0,12.0,1.94,8.9,9.6,60.0,27.0,111.0,34,34.0,34.0,34.0,0.0,4.12,21.0,4.0,7.0,22.0,3.571428571428571,8.571428571428571,45.0,100.0,100.0,100.0,0.0,11.76470588235294,20.588235294117645,64.70588235294117
14629,2020,Ciudad de M̩xico,5,1,2752,34,103,9.0,12.0,2.03,8.42,8.59,39.0,13.0,75.0,27,24.0,27.0,24.0,,4.29,17.0,10.0,6.0,18.0,8.737864077669903,11.650485436893204,33.33333333333333,88.88888888888889,100.0,100.0,,41.66666666666667,25.0,75.0
14630,2020,Ciudad de M̩xico,5,1,2752,36,84,9.0,12.0,2.5,8.74,8.5,30.0,10.0,69.0,22,20.0,22.0,20.0,0.0,4.2,6.0,6.0,10.0,15.0,10.714285714285714,14.285714285714285,33.33333333333333,90.9090909090909,100.0,100.0,0.0,30.0,50.0,75.0
14631,2020,Ciudad de M̩xico,5,1,2752,37,7,,,,,,,,,2,2.0,,,,,,,,,,,,100.0,,,,,,
14632,2020,Ciudad de M̩xico,5,1,2752,38,31,0.0,6.0,1.82,8.92,8.4,18.0,6.0,31.0,10,10.0,10.0,10.0,0.0,3.1,6.0,6.0,4.0,10.0,0.0,19.35483870967742,33.33333333333333,100.0,100.0,100.0,0.0,60.0,40.0,100.0
14633,2020,Ciudad de M̩xico,5,1,2767,0,5406,233.0,580.0,2.02,9.32,9.16,2492.0,1015.0,3741.0,1480,1390.0,1473.0,1383.0,24.0,3.89,871.0,388.0,498.0,856.0,4.310025897151314,10.72881982981872,40.73033707865169,93.91891891891892,99.52702702702703,99.49640287769785,1.6216216216216217,27.913669064748202,35.827338129496404,61.58273381294964
14634,2020,Ciudad de M̩xico,5,1,2767,1,136,6.0,9.0,1.98,9.62,9.51,65.0,28.0,99.0,33,33.0,32.0,32.0,0.0,4.12,22.0,10.0,14.0,18.0,4.411764705882353,6.61764705882353,43.07692307692308,100.0,96.96969696969697,96.96969696969697,0.0,30.303030303030305,42.42424242424242,54.54545454545454
14635,2020,Ciudad de M̩xico,5,1,2767,2,178,8.0,18.0,1.83,10.23,10.21,90.0,42.0,137.0,47,44.0,47.0,44.0,,4.05,32.0,22.0,24.0,30.0,4.49438202247191,10.112359550561797,46.666666666666664,93.61702127659575,100.0,100.0,,50.0,54.54545454545454,68.18181818181817
14636,2020,Ciudad de M̩xico,5,1,2767,3,60,0.0,10.0,2.21,9.4,8.75,24.0,6.0,40.0,16,16.0,16.0,16.0,0.0,3.75,12.0,8.0,6.0,11.0,0.0,16.666666666666664,25.0,100.0,100.0,100.0,0.0,50.0,37.5,68.75
14637,2020,Ciudad de M̩xico,5,1,2767,4,186,15.0,19.0,2.19,9.27,9.36,77.0,32.0,118.0,55,48.0,55.0,48.0,,3.88,30.0,13.0,16.0,24.0,8.064516129032258,10.21505376344086,41.55844155844156,87.27272727272727,100.0,100.0,,27.083333333333332,33.33333333333333,50.0
14638,2020,Ciudad de M̩xico,5,1,2767,5,49,3.0,4.0,2.26,9.2,9.05,25.0,10.0,29.0,15,13.0,15.0,13.0,0.0,3.77,7.0,4.0,7.0,8.0,6.122448979591836,8.16326530612245,40.0,86.66666666666667,100.0,100.0,0.0,30.76923076923077,53.84615384615385,61.53846153846154
14639,2020,Ciudad de M̩xico,5,1,2767,6,71,7.0,9.0,2.25,9.38,8.48,30.0,10.0,50.0,21,20.0,21.0,20.0,0.0,3.55,10.0,7.0,5.0,16.0,9.859154929577464,12.676056338028168,33.33333333333333,95.23809523809523,100.0,100.0,0.0,35.0,25.0,80.0
14640,2020,Ciudad de M̩xico,5,1,2767,7,183,8.0,27.0,2.54,9.04,8.49,73.0,26.0,136.0,49,45.0,49.0,45.0,,4.07,27.0,10.0,12.0,22.0,4.371584699453552,14.754098360655737,35.61643835616438,91.83673469387756,100.0,100.0,,22.22222222222222,26.666666666666668,48.888888888888886
14641,2020,Ciudad de M̩xico,5,1,2767,8,341,18.0,54.0,2.09,9.25,9.12,162.0,72.0,266.0,95,89.0,95.0,89.0,,3.83,55.0,26.0,31.0,48.0,5.278592375366569,15.835777126099707,44.44444444444444,93.6842105263158,100.0,100.0,,29.213483146067414,34.831460674157306,53.93258426966292
